U+30AE3	𰫣	xnkg
U+30AE4	𰫤	xvey
U+30AE5	𰫥	lxnn
U+30AE6	𰫦	xwtf
U+30AE7	𰫧	xpsy
U+30AE8	𰫨	xckg
U+30AE9	𰫩	xawx
U+30AEA	𰫪	xlmh
U+30AEB	𰫫	xltu
U+30AEC	𰫬	xrmj
U+30AED	𰫭	xonc
U+30AEE	𰫮	xyde
U+30AEF	𰫯	xykq
U+30AF0	𰫰	xtvt
U+30AF1	𰫱	ahnn
U+30AF2	𰫲	xypy
U+30AF3	𰫳	xfhk
U+30AF4	𰫴	xlsu
U+30AF5	𰫵	xddj
U+30AF6	𰫶	wlgx
U+30AF7	𰫷	xqoj
U+30AF8	𰫸	xpen
U+30AF9	𰫹	yxxf
U+30AFA	𰫺	xpwx
U+30AFB	𰫻	akkx
U+30AFC	𰫼	xsh
U+30AFD	𰫽	xdhy
U+30AFE	𰫾	xfqn
U+30AFF	𰫿	xkhh
U+30B00	𰬀	xwjh
U+30B01	𰬁	xynt
U+30B02	𰬂	xskg
U+30B03	𰬃	xgmw
U+30B04	𰬄	xdlg
U+30B05	𰬅	xwfy
U+30B06	𰬆	xqkg
U+30B07	𰬇	xygg
U+30B08	𰬈	xyxy
U+30B09	𰬉	xpxn
U+30B0A	𰬊	xudg
U+30B0B	𰬋	xxcy
U+30B0C	𰬌	xghg
U+30B0D	𰬍	xgud
U+30B0E	𰬎	xxxf
U+30B0F	𰬏	xriy
U+30B10	𰬐	xtdj
U+30B11	𰬑	xqvh
U+30B12	𰬒	xuqw
U+30B13	𰬓	xynw
U+30B14	𰬔	xuah
U+30B15	𰬕	xevg
U+30B16	𰬖	xdny
U+30B17	𰬗	xgiy
U+30B18	𰬘	xfpb
U+30B19	𰬙	xdfe
U+30B1A	𰬚	xkmy
U+30B1B	𰬛	xet
U+30B1C	𰬜	xqkq
U+30B1D	𰬝	xujg
U+30B1E	𰬞	xvpc
U+30B1F	𰬟	xakg
U+30B20	𰬠	xglb
U+30B21	𰬡	xgvh
U+30B22	𰬢	xgvv
U+30B23	𰬣	xjqr
U+30B24	𰬤	xrtf
U+30B25	𰬥	xwcn
U+30B26	𰬦	xqrn
U+30B27	𰬧	xooy
U+30B28	𰬨	xblg
U+30B29	𰬩	xvij
U+30B2A	𰬪	xcde
U+30B2B	𰬫	xgct
U+30B2C	𰬬	xalg
U+30B2D	𰬭	xfff
U+30B2E	𰬮	xdpg
U+30B2F	𰬯	xrbt
U+30B30	𰬰	xqrn
U+30B31	𰬱	xfpi
U+30B32	𰬲	xdri
U+30B33	𰬳	xubp
U+30B34	𰬴	xpuf
U+30B35	𰬵	xyth
U+30B36	𰬶	xnrg
U+30B37	𰬷	xaet
U+30B38	𰬸	xgjn
U+30B39	𰬹	xwym
U+30B3A	𰬺	xusf
U+30B3B	𰬻	xcnk
U+30B3C	𰬼	xgkm
U+30B3D	𰬽	xqeg
U+30B3E	𰬾	xouo
U+30B3F	𰬿	xwow
U+30B40	𰭀	xdet
U+30B41	𰭁	xatn
U+30B42	𰭂	rmwy
U+30B43	𰭃	rmcy
U+30B44	𰭄	rmxm
U+30B45	𰭅	rmoi
U+30B46	𰭆	rmay
U+30B47	𰭇	rmll
U+30B48	𰭈	lhcu
U+30B49	𰭉	pqkq
U+30B4A	𰭊	mwsj
U+30B4B	𰭋	lfmhg
U+30B4C	𰭌	lugj
U+30B4D	𰭍	mwvq
U+30B4E	𰭎	lufj
U+30B4F	𰭏	mwag
U+30B50	𰭐	pwhw
U+30B51	𰭑	lifc
U+30B52	𰭒	mrpe
U+30B53	𰭓	mrxa
U+30B54	𰭔	lxke
U+30B55	𰭕	mrxg
U+30B56	𰭖	mrrx
U+30B57	𰭗	ugwn
U+30B58	𰭘	ugmw
U+30B59	𰭙	ugua
U+30B5A	𰭚	ugov
U+30B5B	𰭛	ugdy
U+30B5C	𰭜	ughh
U+30B5D	𰭝	ngr
U+30B5E	𰭞	nfjj
U+30B5F	𰭟	bynt
U+30B60	𰭠	nnyy
U+30B61	𰭡	nnty
U+30B62	𰭢	ngud
U+30B63	𰭣	dtfn
U+30B64	𰭤	jqrn
U+30B65	𰭥	naky
U+30B66	𰭦	tolg
U+30B67	𰭧	ftnb
U+30B68	𰭨	ftgf
U+30B69	𰭩	dftx
U+30B6A	𰭪	xftx
U+30B6B	𰭫	ftxr
U+30B6C	𰭬	fdmj
U+30B6D	𰭭	mdmf
U+30B6E	𰭮	mdmg
U+30B6F	𰭯	vcaj
U+30B70	𰭰	tfia
U+30B71	𰭱	tfij
U+30B72	𰭲	tfif
U+30B73	𰭳	btcy
U+30B74	𰭴	bdny
U+30B75	𰭵	bghn
U+30B76	𰭶	wrbf
U+30B77	𰭷	btfh
U+30B78	𰭸	abbf
U+30B79	𰭹	bdxy
U+30B7A	𰭺	vcbf
U+30B7B	𰭻	bdmj
U+30B7C	𰭼	vgnv
U+30B7D	𰭽	vftj
U+30B7E	𰭾	mwwn
U+30B7F	𰭿	dmww
U+30B80	𰮀	wmww
U+30B81	𰮁	evt
U+30B82	𰮂	mwwe
U+30B83	𰮃	eiy
U+30B84	𰮄	kmww
U+30B85	𰮅	extt
U+30B86	𰮆	mwwn
U+30B87	𰮇	efqn
U+30B88	𰮈	mwwh
U+30B89	𰮉	mwwh
U+30B8A	𰮊	etgh
U+30B8B	𰮋	ewwn
U+30B8C	𰮌	qcef
U+30B8D	𰮍	rrmw
U+30B8E	𰮎	rbmw
U+30B8F	𰮏	mwwc
U+30B90	𰮐	epwn
U+30B91	𰮑	ycmw
U+30B92	𰮒	eang
U+30B93	𰮓	eafy
U+30B94	𰮔	uxmw
U+30B95	𰮕	afmw
U+30B96	𰮖	mwwh
U+30B97	𰮗	hkef
U+30B98	𰮘	mwwg
U+30B99	𰮙	eqvg
U+30B9A	𰮚	ebiy
U+30B9B	𰮛	mwwg
U+30B9C	𰮜	mwwk
U+30B9D	𰮝	eatq
U+30B9E	𰮞	mwwh
U+30B9F	𰮟	edah
U+30BA0	𰮠	erdc
U+30BA1	𰮡	egmw
U+30BA2	𰮢	qrbw
U+30BA3	𰮣	mwwc
U+30BA4	𰮤	ewfw
U+30BA5	𰮥	efnf
U+30BA6	𰮦	efay
U+30BA7	𰮧	mwwk
U+30BA8	𰮨	icbw
U+30BA9	𰮩	eqty
U+30BAA	𰮪	mwwb
U+30BAB	𰮫	ssmw
U+30BAC	𰮬	ehwy
U+30BAD	𰮭	ekjn
U+30BAE	𰮮	mwwe
U+30BAF	𰮯	erny
U+30BB0	𰮰	erpy
U+30BB1	𰮱	eqre
U+30BB2	𰮲	evij
U+30BB3	𰮳	eblg
U+30BB4	𰮴	xuxe
U+30BB5	𰮵	efyw
U+30BB6	𰮶	fmuw
U+30BB7	𰮷	eadk
U+30BB8	𰮸	emjh
U+30BB9	𰮹	ekhg
U+30BBA	𰮺	ekhe
U+30BBB	𰮻	mwww
U+30BBC	𰮼	eqkx
U+30BBD	𰮽	etjg
U+30BBE	𰮾	epoc
U+30BBF	𰮿	echc
U+30BC0	𰯀	ebkb
U+30BC1	𰯁	egdj
U+30BC2	𰯂	ejtl
U+30BC3	𰯃	emth
U+30BC4	𰯄	ekkh
U+30BC5	𰯅	eaqj
U+30BC6	𰯆	mwwh
U+30BC7	𰯇	tule
U+30BC8	𰯈	ewfr
U+30BC9	𰯉	eybg
U+30BCA	𰯊	ecni
U+30BCB	𰯋	cwyw
U+30BCC	𰯌	edwn
U+30BCD	𰯍	efnn
U+30BCE	𰯎	eagw
U+30BCF	𰯏	eags
U+30BD0	𰯐	eqjg
U+30BD1	𰯑	eovi
U+30BD2	𰯒	evgn
U+30BD3	𰯓	evqc
U+30BD4	𰯔	enbt
U+30BD5	𰯕	efln
U+30BD6	𰯖	dubw
U+30BD7	𰯗	eipr
U+30BD8	𰯘	eqly
U+30BD9	𰯙	ewff
U+30BDA	𰯚	eooo
U+30BDB	𰯛	eyoj
U+30BDC	𰯜	rner
U+30BDD	𰯝	evvh
U+30BDE	𰯞	eldf
U+30BDF	𰯟	ebdp
U+30BE0	𰯠	ckww
U+30BE1	𰯡	eaiy
U+30BE2	𰯢	ewkk
U+30BE3	𰯣	mwwm
U+30BE4	𰯤	euqj
U+30BE5	𰯥	wwgw
U+30BE6	𰯦	mwwq
U+30BE7	𰯧	eowo
U+30BE8	𰯨	eyle
U+30BE9	𰯩	eyky
U+30BEA	𰯪	enwc
U+30BEB	𰯫	edhh
U+30BEC	𰯬	ellx
U+30BED	𰯭	qkqe
U+30BEE	𰯮	ahnn
U+30BEF	𰯯	ahnc
U+30BF0	𰯰	ahnc
U+30BF1	𰯱	ahnr
U+30BF2	𰯲	ahnl
U+30BF3	𰯳	ahnh
U+30BF4	𰯴	thmh
U+30BF5	𰯵	thxj
U+30BF6	𰯶	thaf
U+30BF7	𰯷	thdg
U+30BF8	𰯸	essu
U+30BF9	𰯹	ejsu
U+30BFA	𰯺	elev
U+30BFB	𰯻	tfeg
U+30BFC	𰯼	emgj
U+30BFD	𰯽	tdhh
U+30BFE	𰯾	tdnt
U+30BFF	𰯿	tdhc
U+30C00	𰰀	tdld
U+30C01	𰰁	tdkk
U+30C02	𰰂	thfk
U+30C03	𰰃	tdqq
U+30C04	𰰄	tdvo
U+30C05	𰰅	tdvn
U+30C06	𰰆	tdil
U+30C07	𰰇	tddf
U+30C08	𰰈	tdee
U+30C09	𰰉	tdwn
U+30C0A	𰰊	aiqh
U+30C0B	𰰋	tecc
U+30C0C	𰰌	teqv
U+30C0D	𰰍	tewc
U+30C0E	𰰎	fjfe
U+30C0F	𰰏	tegh
U+30C10	𰰐	teaf
U+30C11	𰰑	teov
U+30C12	𰰒	tegg
U+30C13	𰰓	tewp
U+30C14	𰰔	mgve
U+30C15	𰰕	rqcv
U+30C16	𰰖	qcud
U+30C17	𰰗	qcps
U+30C18	𰰘	wgnc
U+30C19	𰰙	tgjc
U+30C1A	𰰚	qcyn
U+30C1B	𰰛	qclo
U+30C1C	𰰜	afj
U+30C1D	𰰝	uru
U+30C1E	𰰞	btbr
U+30C1F	𰰟	annb
U+30C20	𰰠	agng
U+30C21	𰰡	apgf
U+30C22	𰰢	anrr
U+30C23	𰰣	uxhj
U+30C24	𰰤	aaru
U+30C25	𰰥	abth
U+30C26	𰰦	uitr
U+30C27	𰰧	aeu
U+30C28	𰰨	awxb
U+30C29	𰰩	aufj
U+30C2A	𰰪	anhf
U+30C2B	𰰫	agcu
U+30C2C	𰰬	agou
U+30C2D	𰰭	akcu
U+30C2E	𰰮	ajvf
U+30C2F	𰰯	awbn
U+30C30	𰰰	aqtb
U+30C31	𰰱	acfu
U+30C32	𰰲	aajj
U+30C33	𰰳	ajgh
U+30C34	𰰴	amnb
U+30C35	𰰵	arsu
U+30C36	𰰶	avsu
U+30C37	𰰷	aqmu
U+30C38	𰰸	aixn
U+30C39	𰰹	ayjj
U+30C3A	𰰺	aywc
U+30C3B	𰰻	aivf
U+30C3C	𰰼	aigh
U+30C3D	𰰽	apwx
U+30C3E	𰰾	afpy
U+30C3F	𰰿	adlj
U+30C40	𰱀	aamu
U+30C41	𰱁	adqb
U+30C42	𰱂	agaj
U+30C43	𰱃	aatd
U+30C44	𰱄	anhn
U+30C45	𰱅	aksu
U+30C46	𰱆	atff
U+30C47	𰱇	auef
U+30C48	𰱈	apfi
U+30C49	𰱉	aunu
U+30C4A	𰱊	aoig
U+30C4B	𰱋	uxtu
U+30C4C	𰱌	axmw
U+30C4D	𰱍	axwv
U+30C4E	𰱎	abtu
U+30C4F	𰱏	aajf
U+30C50	𰱐	afnd
U+30C51	𰱑	alrj
U+30C52	𰱒	aasu
U+30C53	𰱓	asyw
U+30C54	𰱔	ahef
U+30C55	𰱕	ragf
U+30C56	𰱖	atff
U+30C57	𰱗	apuv
U+30C58	𰱘	aorj
U+30C59	𰱙	aoqc
U+30C5A	𰱚	aipb
U+30C5B	𰱛	axtu
U+30C5C	𰱜	axtd
U+30C5D	𰱝	aadm
U+30C5E	𰱞	aght
U+30C5F	𰱟	afam
U+30C60	𰱠	afna
U+30C61	𰱡	aafw
U+30C62	𰱢	akhj
U+30C63	𰱣	aktk
U+30C64	𰱤	amww
U+30C65	𰱥	ackn
U+30C66	𰱦	atjt
U+30C67	𰱧	atyw
U+30C68	𰱨	aogh
U+30C69	𰱩	aukk
U+30C6A	𰱪	ayve
U+30C6B	𰱫	asgf
U+30C6C	𰱬	arie
U+30C6D	𰱭	anwq
U+30C6E	𰱮	ahan
U+30C6F	𰱯	alfc
U+30C70	𰱰	ajft
U+30C71	𰱱	auqm
U+30C72	𰱲	abkw
U+30C73	𰱳	araj
U+30C74	𰱴	fwad
U+30C75	𰱵	apww
U+30C76	𰱶	abcn
U+30C77	𰱷	swwx
U+30C78	𰱸	abco
U+30C79	𰱹	akkt
U+30C7A	𰱺	awgn
U+30C7B	𰱻	atye
U+30C7C	𰱼	ayuk
U+30C7D	𰱽	aswg
U+30C7E	𰱾	agkm
U+30C7F	𰱿	agkp
U+30C80	𰲀	ajdf
U+30C81	𰲁	atwm
U+30C82	𰲂	aeug
U+30C83	𰲃	awyl
U+30C84	𰲄	aufh
U+30C85	𰲅	ayhg
U+30C86	𰲆	aipk
U+30C87	𰲇	avku
U+30C88	𰲈	aykt
U+30C89	𰲉	aiak
U+30C8A	𰲊	aakw
U+30C8B	𰲋	afcc
U+30C8C	𰲌	asjc
U+30C8D	𰲍	ajfj
U+30C8E	𰲎	aesy
U+30C8F	𰲏	aykg
U+30C90	𰲐	jaos
U+30C91	𰲑	awyj
U+30C92	𰲒	aodm
U+30C93	𰲓	awnn
U+30C94	𰲔	akhh
U+30C95	𰲕	atei
U+30C96	𰲖	akkk
U+30C97	𰲗	agkg
U+30C98	𰲘	haqx
U+30C99	𰲙	hawj
U+30C9A	𰲚	rhaw
U+30C9B	𰲛	hawk
U+30C9C	𰲜	haqq
U+30C9D	𰲝	rhah
U+30C9E	𰲞	haqa
U+30C9F	𰲟	hawg
U+30CA0	𰲠	dxyq
U+30CA1	𰲡	haec
U+30CA2	𰲢	hawk
U+30CA3	𰲣	havk
U+30CA4	𰲤	hadf
U+30CA5	𰲥	mahq
U+30CA6	𰲦	haqj
U+30CA7	𰲧	haxr
U+30CA8	𰲨	kkkq
U+30CA9	𰲩	jvn
U+30CAA	𰲪	jtcy
U+30CAB	𰲫	jfqn
U+30CAC	𰲬	jlh
U+30CAD	𰲭	jju
U+30CAE	𰲮	jcju
U+30CAF	𰲯	jwwy
U+30CB0	𰲰	jwxn
U+30CB1	𰲱	yju
U+30CB2	𰲲	jyty
U+30CB3	𰲳	jdxy
U+30CB4	𰲴	dxyj
U+30CB5	𰲵	jcgh
U+30CB6	𰲶	jcag
U+30CB7	𰲷	jnhy
U+30CB8	𰲸	gogj
U+30CB9	𰲹	jmnn
U+30CBA	𰲺	jfpy
U+30CBB	𰲻	jdpy
U+30CBC	𰲼	jjfh
U+30CBD	𰲽	japg
U+30CBE	𰲾	jqeh
U+30CBF	𰲿	jdhp
U+30CC0	𰳀	depj
U+30CC1	𰳁	jgmy
U+30CC2	𰳂	jlrh
U+30CC3	𰳃	jsoy
U+30CC4	𰳄	baij
U+30CC5	𰳅	jheg
U+30CC6	𰳆	jhwb
U+30CC7	𰳇	jipf
U+30CC8	𰳈	jpeg
U+30CC9	𰳉	jxti
U+30CCA	𰳊	jfam
U+30CCB	𰳋	gqwj
U+30CCC	𰳌	jmpy
U+30CCD	𰳍	jody
U+30CCE	𰳎	fjfj
U+30CCF	𰳏	jipq
U+30CD0	𰳐	hjju
U+30CD1	𰳑	whtj
U+30CD2	𰳒	rqcj
U+30CD3	𰳓	jfiq
U+30CD4	𰳔	jcex
U+30CD5	𰳕	jvye
U+30CD6	𰳖	skjj
U+30CD7	𰳗	jmmv
U+30CD8	𰳘	jmdf
U+30CD9	𰳙	jugl
U+30CDA	𰳚	xwyj
U+30CDB	𰳛	jrir
U+30CDC	𰳜	jbdf
U+30CDD	𰳝	wmij
U+30CDE	𰳞	jope
U+30CDF	𰳟	jvwo
U+30CE0	𰳠	jqvo
U+30CE1	𰳡	judi
U+30CE2	𰳢	nhjj
U+30CE3	𰳣	vgkj
U+30CE4	𰳤	fffh
U+30CE5	𰳥	jann
U+30CE6	𰳦	jptm
U+30CE7	𰳧	dtly
U+30CE8	𰳨	tlgj
U+30CE9	𰳩	tlst
U+30CEA	𰳪	txgs
U+30CEB	𰳫	tmgs
U+30CEC	𰳬	thhs
U+30CED	𰳭	txhs
U+30CEE	𰳮	thys
U+30CEF	𰳯	thfs
U+30CF0	𰳰	puxn
U+30CF1	𰳱	puyw
U+30CF2	𰳲	pudy
U+30CF3	𰳳	dmhe
U+30CF4	𰳴	puwy
U+30CF5	𰳵	puan
U+30CF6	𰳶	puyi
U+30CF7	𰳷	puek
U+30CF8	𰳸	pucf
U+30CF9	𰳹	pudy
U+30CFA	𰳺	pupe
U+30CFB	𰳻	pudp
U+30CFC	𰳼	pugy
U+30CFD	𰳽	pufb
U+30CFE	𰳾	puee
U+30CFF	𰳿	puev
U+30D00	𰴀	purw
U+30D01	𰴁	puad
U+30D02	𰴂	puce
U+30D03	𰴃	puyl
U+30D04	𰴄	puui
U+30D05	𰴅	puhl
U+30D06	𰴆	sfne
U+30D07	𰴇	puif
U+30D08	𰴈	putt
U+30D09	𰴉	pupn
U+30D0A	𰴊	puha
U+30D0B	𰴋	sffv
U+30D0C	𰴌	svnw
U+30D0D	𰴍	svoi
U+30D0E	𰴎	mdhq
U+30D0F	𰴏	hqqk
U+30D10	𰴐	rwhq
U+30D11	𰴑	hqtk
U+30D12	𰴒	fhqn
U+30D13	𰴓	fhgq
U+30D14	𰴔	ogwq
U+30D15	𰴕	ntmq
U+30D16	𰴖	vkmq
U+30D17	𰴗	gmyq
U+30D18	𰴘	ujmq
U+30D19	𰴙	vtkq
U+30D1A	𰴚	ovmq
U+30D1B	𰴛	anfq
U+30D1C	𰴜	haeq
U+30D1D	𰴝	ecmq
U+30D1E	𰴞	hagq
U+30D1F	𰴟	vef
U+30D20	𰴠	qehc
U+30D21	𰴡	qeha
U+30D22	𰴢	qehi
U+30D23	𰴣	ipqh
U+30D24	𰴤	qeho
U+30D25	𰴥	qehj
U+30D26	𰴦	qehj
U+30D27	𰴧	nyd
U+30D28	𰴨	cyf
U+30D29	𰴩	yvt
U+30D2A	𰴪	dhyf
U+30D2B	𰴫	yfiy
U+30D2C	𰴬	hqyg
U+30D2D	𰴭	glwy
U+30D2E	𰴮	ygjg
U+30D2F	𰴯	apyf
U+30D30	𰴰	yktk
U+30D31	𰴱	eycy
U+30D32	𰴲	yubt
U+30D33	𰴳	ypiy
U+30D34	𰴴	pvyf
U+30D35	𰴵	yydt
U+30D36	𰴶	ybig
U+30D37	𰴷	yxty
U+30D38	𰴸	cqwy
U+30D39	𰴹	yjcf
U+30D3A	𰴺	ypsy
U+30D3B	𰴻	yuny
U+30D3C	𰴼	yhwy
U+30D3D	𰴽	ywfb
U+30D3E	𰴾	yddy
U+30D3F	𰴿	lwwy
U+30D40	𰵀	yqyg
U+30D41	𰵁	yqte
U+30D42	𰵂	yovg
U+30D43	𰵃	yukq
U+30D44	𰵄	ycwy
U+30D45	𰵅	ypoo
U+30D46	𰵆	ykkt
U+30D47	𰵇	ywym
U+30D48	𰵈	ytff
U+30D49	𰵉	yalq
U+30D4A	𰵊	ynh
U+30D4B	𰵋	ytfh
U+30D4C	𰵌	ynrt
U+30D4D	𰵍	ygbn
U+30D4E	𰵎	ydny
U+30D4F	𰵏	yitt
U+30D50	𰵐	yrcy
U+30D51	𰵑	yyty
U+30D52	𰵒	ypqn
U+30D53	𰵓	ysyy
U+30D54	𰵔	yann
U+30D55	𰵕	ygcy
U+30D56	𰵖	yann
U+30D57	𰵗	ymdy
U+30D58	𰵘	ymfg
U+30D59	𰵙	yrwy
U+30D5A	𰵚	ywyc
U+30D5B	𰵛	yqkg
U+30D5C	𰵜	yqnn
U+30D5D	𰵝	yty
U+30D5E	𰵞	yyni
U+30D5F	𰵟	yudg
U+30D60	𰵠	yvcy
U+30D61	𰵡	ycag
U+30D62	𰵢	ygud
U+30D63	𰵣	ywgk
U+30D64	𰵤	ytkg
U+30D65	𰵥	yqqy
U+30D66	𰵦	yywr
U+30D67	𰵧	yfny
U+30D68	𰵨	ygod
U+30D69	𰵩	ygey
U+30D6A	𰵪	ymwk
U+30D6B	𰵫	ygku
U+30D6C	𰵬	ykej
U+30D6D	𰵭	ytjh
U+30D6E	𰵮	ytry
U+30D6F	𰵯	ycwt
U+30D70	𰵰	yfuf
U+30D71	𰵱	yssy
U+30D72	𰵲	yadw
U+30D73	𰵳	yhjf
U+30D74	𰵴	yhgc
U+30D75	𰵵	yeqn
U+30D76	𰵶	ytfg
U+30D77	𰵷	yccc
U+30D78	𰵸	yijg
U+30D79	𰵹	ybcc
U+30D7A	𰵺	ydri
U+30D7B	𰵻	yadn
U+30D7C	𰵼	yqas
U+30D7D	𰵽	yeeg
U+30D7E	𰵾	yexd
U+30D7F	𰵿	yykk
U+30D80	𰶀	yffn
U+30D81	𰶁	ytqq
U+30D82	𰶂	ytln
U+30D83	𰶃	ynrg
U+30D84	𰶄	ydfj
U+30D85	𰶅	ythf
U+30D86	𰶆	ynbt
U+30D87	𰶇	ybde
U+30D88	𰶈	ynig
U+30D89	𰶉	yylg
U+30D8A	𰶊	yujn
U+30D8B	𰶋	ypan
U+30D8C	𰶌	yfdj
U+30D8D	𰶍	yqmt
U+30D8E	𰶎	yvyh
U+30D8F	𰶏	ywga
U+30D90	𰶐	wwwk
U+30D91	𰶑	wwky
U+30D92	𰶒	qnwk
U+30D93	𰶓	wwkj
U+30D94	𰶔	wwkd
U+30D95	𰶕	wwkd
U+30D96	𰶖	pakk
U+30D97	𰶗	gkun
U+30D98	𰶘	fwgu
U+30D99	𰶙	gkuo
U+30D9A	𰶚	tfwu
U+30D9B	𰶛	wdyu
U+30D9C	𰶜	gkuq
U+30D9D	𰶝	tdhu
U+30D9E	𰶞	gkuy
U+30D9F	𰶟	fnwu
U+30DA0	𰶠	gkub
U+30DA1	𰶡	gkul
U+30DA2	𰶢	gkun
U+30DA3	𰶣	magc
U+30DA4	𰶤	gexn
U+30DA5	𰶥	gebh
U+30DA6	𰶦	getd
U+30DA7	𰶧	gebc
U+30DA8	𰶨	geeq
U+30DA9	𰶩	wfwe
U+30DAA	𰶪	gesg
U+30DAB	𰶫	geab
U+30DAC	𰶬	geov
U+30DAD	𰶭	gebe
U+30DAE	𰶮	getp
U+30DAF	𰶯	qkes
U+30DB0	𰶰	gefw
U+30DB1	𰶱	fhwu
U+30DB2	𰶲	ynmu
U+30DB3	𰶳	xxmu
U+30DB4	𰶴	mfyy
U+30DB5	𰶵	hmu
U+30DB6	𰶶	qrmu
U+30DB7	𰶷	mqwy
U+30DB8	𰶸	pmu
U+30DB9	𰶹	myy
U+30DBA	𰶺	cmng
U+30DBB	𰶻	mxhh
U+30DBC	𰶼	mlg
U+30DBD	𰶽	mkry
U+30DBE	𰶾	mwgb
U+30DBF	𰶿	mpxn
U+30DC0	𰷀	mbg
U+30DC1	𰷁	mivg
U+30DC2	𰷂	mqqy
U+30DC3	𰷃	mnmu
U+30DC4	𰷄	wgmu
U+30DC5	𰷅	mdhn
U+30DC6	𰷆	gtmu
U+30DC7	𰷇	mrgm
U+30DC8	𰷈	mqoy
U+30DC9	𰷉	mdmd
U+30DCA	𰷊	mfsy
U+30DCB	𰷋	mawa
U+30DCC	𰷌	fakm
U+30DCD	𰷍	dndm
U+30DCE	𰷎	fnwm
U+30DCF	𰷏	mgcc
U+30DD0	𰷐	qjmy
U+30DD1	𰷑	mfke
U+30DD2	𰷒	khgw
U+30DD3	𰷓	khgg
U+30DD4	𰷔	wjfm
U+30DD5	𰷕	pqam
U+30DD6	𰷖	mwgo
U+30DD7	𰷗	mbmc
U+30DD8	𰷘	mfoo
U+30DD9	𰷙	jftm
U+30DDA	𰷚	mpnm
U+30DDB	𰷛	mowo
U+30DDC	𰷜	mqdy
U+30DDD	𰷝	ujfm
U+30DDE	𰷞	aymu
U+30DDF	𰷟	mnrt
U+30DE0	𰷠	mbnn
U+30DE1	𰷡	mfqn
U+30DE2	𰷢	mqay
U+30DE3	𰷣	fwfm
U+30DE4	𰷤	mywf
U+30DE5	𰷥	pfim
U+30DE6	𰷦	fcxm
U+30DE7	𰷧	vhgm
U+30DE8	𰷨	mrqc
U+30DE9	𰷩	mufm
U+30DEA	𰷪	muwl
U+30DEB	𰷫	mdyy
U+30DEC	𰷬	mouo
U+30DED	𰷭	mdny
U+30DEE	𰷮	hawm
U+30DEF	𰷯	mgko
U+30DF0	𰷰	fook
U+30DF1	𰷱	fhgg
U+30DF2	𰷲	fhtn
U+30DF3	𰷳	tdhg
U+30DF4	𰷴	fhti
U+30DF5	𰷵	fhaq
U+30DF6	𰷶	fhtj
U+30DF7	𰷷	fhei
U+30DF8	𰷸	fhfd
U+30DF9	𰷹	fhss
U+30DFA	𰷺	fhhm
U+30DFB	𰷻	tdhw
U+30DFC	𰷼	fhdk
U+30DFD	𰷽	fhql
U+30DFE	𰷾	fhgy
U+30DFF	𰷿	tdhk
U+30E00	𰸀	fhfb
U+30E01	𰸁	khvt
U+30E02	𰸂	khdy
U+30E03	𰸃	khqy
U+30E04	𰸄	khnr
U+30E05	𰸅	khhc
U+30E06	𰸆	khyw
U+30E07	𰸇	khcc
U+30E08	𰸈	rvyh
U+30E09	𰸉	khdf
U+30E0A	𰸊	khmq
U+30E0B	𰸋	khrk
U+30E0C	𰸌	khej
U+30E0D	𰸍	whkh
U+30E0E	𰸎	khut
U+30E0F	𰸏	fqwh
U+30E10	𰸐	khgy
U+30E11	𰸑	khdq
U+30E12	𰸒	khqj
U+30E13	𰸓	khcc
U+30E14	𰸔	khlp
U+30E15	𰸕	khhe
U+30E16	𰸖	khjb
U+30E17	𰸗	khmo
U+30E18	𰸘	khnf
U+30E19	𰸙	khce
U+30E1A	𰸚	khgh
U+30E1B	𰸛	gkph
U+30E1C	𰸜	khas
U+30E1D	𰸝	khan
U+30E1E	𰸞	khkm
U+30E1F	𰸟	khil
U+30E20	𰸠	khmj
U+30E21	𰸡	khwa
U+30E22	𰸢	khti
U+30E23	𰸣	khqn
U+30E24	𰸤	khqu
U+30E25	𰸥	khys
U+30E26	𰸦	khem
U+30E27	𰸧	khbg
U+30E28	𰸨	khao
U+30E29	𰸩	khqp
U+30E2A	𰸪	khtf
U+30E2B	𰸫	khfe
U+30E2C	𰸬	khrh
U+30E2D	𰸭	khmk
U+30E2E	𰸮	khjf
U+30E2F	𰸯	khxg
U+30E30	𰸰	khhm
U+30E31	𰸱	khwu
U+30E32	𰸲	khtb
U+30E33	𰸳	khac
U+30E34	𰸴	khxh
U+30E35	𰸵	khwm
U+30E36	𰸶	khww
U+30E37	𰸷	bwnh
U+30E38	𰸸	khwh
U+30E39	𰸹	khab
U+30E3A	𰸺	tmdc
U+30E3B	𰸻	tmdx
U+30E3C	𰸼	tmdw
U+30E3D	𰸽	tmdt
U+30E3E	𰸾	tmdf
U+30E3F	𰸿	tmdq
U+30E40	𰹀	tmdl
U+30E41	𰹁	tmdh
U+30E42	𰹂	tmdk
U+30E43	𰹃	tmdk
U+30E44	𰹄	tmdj
U+30E45	𰹅	tmdh
U+30E46	𰹆	tmdc
U+30E47	𰹇	tmdv
U+30E48	𰹈	lnn
U+30E49	𰹉	lnv
U+30E4A	𰹊	ltan
U+30E4B	𰹋	lqgg
U+30E4C	𰹌	ywlh
U+30E4D	𰹍	lsgg
U+30E4E	𰹎	ltmw
U+30E4F	𰹏	lqbh
U+30E50	𰹐	lekg
U+30E51	𰹑	lyjg
U+30E52	𰹒	lniy
